_id,2568,2562,2567,2564,2565,2566,2563,2561,2569,รายการ
1,2,9,2,0,6,2,0,4,0,เมืองกาฬสินธุ์
2,0,0,0,0,1,1,0,0,0,นามน
3,0,1,0,1,1,1,1,1,1,กมลาไสย
4,0,0,0,0,0,1,0,0,0,ร่องคำ
5,0,0,0,1,0,1,2,0,0,กุฉินารายณ์
6,1,1,0,0,1,0,1,1,0,เขาวง
7,2,2,2,2,3,0,0,2,0,ยางตลาด
8,1,0,1,0,0,0,0,0,0,ห้วยเม็ก
9,0,1,0,0,1,0,0,0,0,สหัสขันธ์
10,2,1,0,0,0,0,1,0,0,คำม่วง
11,1,0,0,0,0,1,0,0,0,ท่าคันโท
12,0,1,1,1,0,0,0,0,0,หนองกุงศรี
13,0,1,0,0,3,1,4,3,0,สมเด็จ
14,0,0,0,0,0,0,0,0,0,ห้วยผึ้ง
15,0,0,0,1,2,0,0,1,0,สามชัย
16,0,0,0,0,0,0,0,0,0,นาคู
17,0,0,0,0,0,0,1,1,0,ดอนจาน
18,0,0,0,0,0,0,1,2,0,ฆ้องชัย
19,,,,,,,,,,
20,,,,,,,,,,
21,,,,,,,,,,
22,,,,,,,,,,ข้อมูลปี 2569 ณ วันที่ 31 พฤษภาคม 2569
