2565.0,_id,2567.0,2563.0,2568.0,2569.0,2564.0,2566.0,2561.0,2562.0,รายการ
6,1,2,0,2,0,0,2,4,9,เมืองกาฬสินธุ์
1,2,0,0,0,0,0,1,0,0,นามน
1,3,0,1,0,1,1,1,1,1,กมลาไสย
0,4,0,0,0,0,0,1,0,0,ร่องคำ
0,5,0,2,0,0,1,1,0,0,กุฉินารายณ์
1,6,0,1,1,0,0,0,1,1,เขาวง
3,7,2,0,2,0,2,0,2,2,ยางตลาด
0,8,1,0,1,0,0,0,0,0,ห้วยเม็ก
1,9,0,0,0,0,0,0,0,1,สหัสขันธ์
0,10,0,1,2,0,0,0,0,1,คำม่วง
0,11,0,0,1,0,0,1,0,0,ท่าคันโท
0,12,1,0,0,0,1,0,0,1,หนองกุงศรี
3,13,0,4,0,0,0,1,3,1,สมเด็จ
0,14,0,0,0,0,0,0,0,0,ห้วยผึ้ง
2,15,0,0,0,0,1,0,1,0,สามชัย
0,16,0,0,0,0,0,0,0,0,นาคู
0,17,0,1,0,0,0,0,1,0,ดอนจาน
0,18,0,1,0,0,0,0,2,0,ฆ้องชัย
,19,,,,,,,,,
,20,,,,,,,,,
,21,,,,,,,,,
,22,,,,,,,,,ข้อมูลปี 2569 ณ วันที่ 31 พฤษภาคม 2569
