พื้นที่อาคาร(ตร.ม.),ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,ลำดับ,หญิง,ชาย,จังหวัด,หมู่,ค่าอาคาร,เลขที่,เงินทุนหมุนเวียน,เลขทะเบียนโรงงาน,โทรศัพท์,ค่าเครื่องจักร,แรงม้ารวม,ค่าที่ดิน,ตำบล,เงินลงทุนรวม,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
0,ขุดและร่อนล้างทราย,21,บ้านค่าย,8103,302,,,7,4307,0,7,ระยอง,11,0,28983,500000,จ3-3(2)-252/49รย,,500000,440,5000000,หนองละลอก,6000000,1,20200000000000,,นายประทีป พุทธรักษา,3,49,21120,28800
0,ขุดล้างทราย,21,บ้านค่าย,8103,302,,,4,4308,0,4,ระยอง,5,0,"โฉนดที่ดินเลขที่ 4583,4781",500000,จ3-3(2)-260/51รย,,1000000,291,1600000,ตาขัน,3100000,2,20200000000000,บริษัท ภูสินธารา จำกัด,บริษัท ภูสินธารา จำกัด,3,51,21120,0
0,ขุดลอกกรวด ทราย ดิน ดูดทราย,21,บ้านค่าย,8103,302,,,7,4309,1,6,ระยอง,3,0,"โฉนดที่ดินเลขที่ 6087,6088และใกล้เคียงรว",2000000,จ3-3(2)-1/39รย,038-868654-5,4000000,190,18000000,ตาขัน,24000000,3,20200000000000,บริษัท เม็ดทราย ซัพพลายเออร์ จำกัด,บริษัท เม็ดทราย ซัพพลายเออร์ จำกัด,3,39,21120,320000
53584,"ขุดทราย,ดิน,ร่อนและคัดขนาดทราย",21,บ้านค่าย,8103,302,,,3,4310,0,3,ระยอง,8,0,"โฉนดที่ดิน 23802,65081",300000,จ3-3(2)-197/60รย,094-4143629,2000000,485,2800000,หนองละลอก,5100000,4,20200000000000,บริษัท พสุธา วิศวะโยธา จำกัด,บริษัท พสุธา วิศวะโยธา จำกัด,3,60,21120,0
6400,ขุด ร่อน และคัดขนาดทราย,21,บ้านค่าย,8103,302,-,-,2,4311,0,2,ระยอง,6,0,"โฉนดที่ดินเลขที่ 51319 เลขที่ดิน 53 ,โฉนดที่ดินเลขที่ 45020 เลขที่ดิน 3",500000,จ3-3(2)-216/58รย,,6500000,550,0,บางบุตร,7000000,5,20200000000000,นายวิจารณ์ วีระญาโณ,นายวิจารณ์ วีระญาโณ,3,58,21120,110608
0,ขุด ร่อนและคัดขนาดทราย,21,บ้านค่าย,8103,302,-,-,5,4312,1,4,ระยอง,7,0,"โฉนดที่ดินเลขที่ 4681,4687,4688,4690,469",500000,จ3-3(2)-353/49รย,081-6390180,4000000,465,3000000,บ้านค่าย,7500000,6,20200000000000,บริษัท ช.ร่วมเสริมกิจ จำกัด,บริษัท ช.ร่วมเสริมกิจ จำกัด,3,49,21120,38400
0,ขุด ตัก ล้าง และคัดขนาดทรายบก,21,บ้านค่าย,8103,302,,,4,4313,0,4,ระยอง,2,0,โฉนดที่ดินเลขที่ 21026 เลขที่ดิน 108 และโฉนดที่ดินเลขที่ 33423 เลขที่ดิน 176,1000000,จ3-3(2)-303/58รย,,3000000,385,6500000,หนองบัว,10500000,7,20200000000000,บริษัท ช.ร่วมเสริมกิจ จำกัด,บริษัท ช.ร่วมเสริมกิจ จำกัด,3,58,21120,28800
0,ขุด ร่อน และคัดขนาดทราย,21,บ้านค่าย,8103,302,,,7,4314,0,7,ระยอง,8,0,โฉนดที่ดินเลขที่34361,2000000,จ3-3(2)-85/55รย,,2000000,260,8000000,หนองละลอก,12000000,8,20200000000000,-,นายสุชาติ บาโคส,3,55,21120,89600
0,ขุด ร่อน และคัดขนาดทราย,21,บ้านค่าย,8103,302,-,-,3,4315,1,2,ระยอง,2,0,"5,419,254,193",200000,จ3-3(2)-262/51รย,081 9392269,4300000,440.5,0,บางบุตร,4500000,9,20200000000000,ต.ทรายทอง,ต.ทรายทอง,3,51,21120,13820
0,ขุด ร่อน และคัดขนาดทราย,21,บ้านค่าย,8103,302,,,5,4316,0,5,ระยอง,6,0,โฉนดที่ดินเลขที่ 14021 เลขที่ดิน 138 และโฉนดที่ดินเลขที่ 12639 เลขที่ดิน 134,1000000,จ3-3(2)-266/59รย,,4000000,440,8300000,ตาขัน,13300000,10,20200000000000,บริษัท 3 ส.บูรพา จำกัด,บริษัท 3 ส.บูรพา จำกัด,3,59,21120,33232
