เนื้อที่เพาะปลูก,_id,ปี,หน่วยนับ,อำเภอ,รายการ
99182.59,55,2567/2568,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกข้าวนาปี
241980.27,56,2567/2568,ไร่,ลาดยาว,เนื้อที่เพาะปลูกข้าวนาปี
9064.41,57,2567/2568,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกข้าวนาปี
62292.19,58,2567/2568,ไร่,แม่วงก์,เนื้อที่เพาะปลูกข้าวนาปี
8102.16,59,2567/2568,ไร่,แม่เปิน,เนื้อที่เพาะปลูกข้าวนาปี
41709.57,60,2567/2568,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกข้าวนาปี
155793.47,61,2568/2569,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกข้าวนาปี
79985.31,62,2568/2569,ไร่,โกรกพระ,เนื้อที่เพาะปลูกข้าวนาปี
216244.06,63,2568/2569,ไร่,ชุมแสง,เนื้อที่เพาะปลูกข้าวนาปี
287138.52,64,2568/2569,ไร่,หนองบัว,เนื้อที่เพาะปลูกข้าวนาปี
315089.11,65,2568/2569,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกข้าวนาปี
90448.97,66,2568/2569,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกข้าวนาปี
127186.3,67,2568/2569,ไร่,ตาคลี,เนื้อที่เพาะปลูกข้าวนาปี
391202.73,68,2568/2569,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกข้าวนาปี
251967.78,69,2568/2569,ไร่,ไพศาลี,เนื้อที่เพาะปลูกข้าวนาปี
98165.64,70,2568/2569,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกข้าวนาปี
255896.76,71,2568/2569,ไร่,ลาดยาว,เนื้อที่เพาะปลูกข้าวนาปี
9017.82,72,2568/2569,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกข้าวนาปี
64384.34,73,2568/2569,ไร่,แม่วงก์,เนื้อที่เพาะปลูกข้าวนาปี
8085.66,74,2568/2569,ไร่,แม่เปิน,เนื้อที่เพาะปลูกข้าวนาปี
40328.24,75,2568/2569,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกข้าวนาปี
37189.38,76,2564/2565,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกข้าวนาปรัง
35423.38,77,2564/2565,ไร่,โกรกพระ,เนื้อที่เพาะปลูกข้าวนาปรัง
155518.38,78,2564/2565,ไร่,ชุมแสง,เนื้อที่เพาะปลูกข้าวนาปรัง
3081.75,79,2564/2565,ไร่,หนองบัว,เนื้อที่เพาะปลูกข้าวนาปรัง
45864.32,80,2564/2565,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกข้าวนาปรัง
35699.75,81,2564/2565,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกข้าวนาปรัง
3258.0,82,2564/2565,ไร่,ตาคลี,เนื้อที่เพาะปลูกข้าวนาปรัง
156917.32,83,2564/2565,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกข้าวนาปรัง
118.0,84,2564/2565,ไร่,ไพศาลี,เนื้อที่เพาะปลูกข้าวนาปรัง
36623.91,85,2564/2565,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกข้าวนาปรัง
5401.5,86,2564/2565,ไร่,ลาดยาว,เนื้อที่เพาะปลูกข้าวนาปรัง
26.25,87,2564/2565,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกข้าวนาปรัง
865.75,88,2564/2565,ไร่,แม่วงก์,เนื้อที่เพาะปลูกข้าวนาปรัง
6.0,89,2564/2565,ไร่,แม่เปิน,เนื้อที่เพาะปลูกข้าวนาปรัง
3646.5,90,2564/2565,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกข้าวนาปรัง
14445.92,91,2565/2566,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกข้าวนาปรัง
16624.5,92,2565/2566,ไร่,โกรกพระ,เนื้อที่เพาะปลูกข้าวนาปรัง
124751.83,93,2565/2566,ไร่,ชุมแสง,เนื้อที่เพาะปลูกข้าวนาปรัง
903.22,94,2565/2566,ไร่,หนองบัว,เนื้อที่เพาะปลูกข้าวนาปรัง
21246.98,95,2565/2566,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกข้าวนาปรัง
12738.35,96,2565/2566,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกข้าวนาปรัง
16836.4,97,2565/2566,ไร่,ตาคลี,เนื้อที่เพาะปลูกข้าวนาปรัง
137598.26,98,2565/2566,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกข้าวนาปรัง
37.0,99,2565/2566,ไร่,ไพศาลี,เนื้อที่เพาะปลูกข้าวนาปรัง
23396.01,100,2565/2566,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกข้าวนาปรัง
2375.19,101,2565/2566,ไร่,ลาดยาว,เนื้อที่เพาะปลูกข้าวนาปรัง
0.0,102,2565/2566,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกข้าวนาปรัง
1138.0,103,2565/2566,ไร่,แม่วงก์,เนื้อที่เพาะปลูกข้าวนาปรัง
0.0,104,2565/2566,ไร่,แม่เปิน,เนื้อที่เพาะปลูกข้าวนาปรัง
2881.5,105,2565/2566,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกข้าวนาปรัง
39258.0,106,2566/2567,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกข้าวนาปรัง
13984.0,107,2566/2567,ไร่,โกรกพระ,เนื้อที่เพาะปลูกข้าวนาปรัง
143460.0,108,2566/2567,ไร่,ชุมแสง,เนื้อที่เพาะปลูกข้าวนาปรัง
2110.0,109,2566/2567,ไร่,หนองบัว,เนื้อที่เพาะปลูกข้าวนาปรัง
163313.0,110,2566/2567,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกข้าวนาปรัง
20987.0,111,2566/2567,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกข้าวนาปรัง
24805.0,112,2566/2567,ไร่,ตาคลี,เนื้อที่เพาะปลูกข้าวนาปรัง
134597.0,113,2566/2567,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกข้าวนาปรัง
0.0,114,2566/2567,ไร่,ไพศาลี,เนื้อที่เพาะปลูกข้าวนาปรัง
60747.0,115,2566/2567,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกข้าวนาปรัง
7615.0,116,2566/2567,ไร่,ลาดยาว,เนื้อที่เพาะปลูกข้าวนาปรัง
0.0,117,2566/2567,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกข้าวนาปรัง
4196.75,118,2566/2567,ไร่,แม่วงก์,เนื้อที่เพาะปลูกข้าวนาปรัง
0.0,119,2566/2567,ไร่,แม่เปิน,เนื้อที่เพาะปลูกข้าวนาปรัง
1260.0,120,2566/2567,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกข้าวนาปรัง
92413.1,121,2567/2568,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกข้าวนาปรัง
53819.03,122,2567/2568,ไร่,โกรกพระ,เนื้อที่เพาะปลูกข้าวนาปรัง
185542.86,123,2567/2568,ไร่,ชุมแสง,เนื้อที่เพาะปลูกข้าวนาปรัง
8426.27,124,2567/2568,ไร่,หนองบัว,เนื้อที่เพาะปลูกข้าวนาปรัง
134058.68,125,2567/2568,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกข้าวนาปรัง
88292.02,126,2567/2568,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกข้าวนาปรัง
53637.41,127,2567/2568,ไร่,ตาคลี,เนื้อที่เพาะปลูกข้าวนาปรัง
154451.49,128,2567/2568,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกข้าวนาปรัง
883.5,129,2567/2568,ไร่,ไพศาลี,เนื้อที่เพาะปลูกข้าวนาปรัง
64204.88,130,2567/2568,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกข้าวนาปรัง
40194.2,131,2567/2568,ไร่,ลาดยาว,เนื้อที่เพาะปลูกข้าวนาปรัง
257.21,132,2567/2568,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกข้าวนาปรัง
7734.5,133,2567/2568,ไร่,แม่วงก์,เนื้อที่เพาะปลูกข้าวนาปรัง
0.0,134,2567/2568,ไร่,แม่เปิน,เนื้อที่เพาะปลูกข้าวนาปรัง
8155.29,135,2567/2568,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกข้าวนาปรัง
65422.86,136,2568/2569,ไร่,เมืองนครสวรรค์,เนื้อที่เพาะปลูกข้าวนาปรัง
31166.48,137,2568/2569,ไร่,โกรกพระ,เนื้อที่เพาะปลูกข้าวนาปรัง
140233.71,138,2568/2569,ไร่,ชุมแสง,เนื้อที่เพาะปลูกข้าวนาปรัง
9963.3,139,2568/2569,ไร่,หนองบัว,เนื้อที่เพาะปลูกข้าวนาปรัง
100710.44,140,2568/2569,ไร่,บรรพตพิสัย,เนื้อที่เพาะปลูกข้าวนาปรัง
54199.76,141,2568/2569,ไร่,เก้าเลี้ยว,เนื้อที่เพาะปลูกข้าวนาปรัง
34005.55,142,2568/2569,ไร่,ตาคลี,เนื้อที่เพาะปลูกข้าวนาปรัง
127483.74,143,2568/2569,ไร่,ท่าตะโก,เนื้อที่เพาะปลูกข้าวนาปรัง
1544.36,144,2568/2569,ไร่,ไพศาลี,เนื้อที่เพาะปลูกข้าวนาปรัง
48097.28,145,2568/2569,ไร่,พยุหะคีรี,เนื้อที่เพาะปลูกข้าวนาปรัง
58370.04,146,2568/2569,ไร่,ลาดยาว,เนื้อที่เพาะปลูกข้าวนาปรัง
371.71,147,2568/2569,ไร่,ตากฟ้า,เนื้อที่เพาะปลูกข้าวนาปรัง
3642.25,148,2568/2569,ไร่,แม่วงก์,เนื้อที่เพาะปลูกข้าวนาปรัง
0.0,149,2568/2569,ไร่,แม่เปิน,เนื้อที่เพาะปลูกข้าวนาปรัง
2834.0,150,2568/2569,ไร่,ชุมตาบง,เนื้อที่เพาะปลูกข้าวนาปรัง
