พื้นที่อาคาร(ตร.ม.),ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,ลำดับ,หญิง,ชาย,จังหวัด,หมู่,ค่าอาคาร,เลขที่,เงินทุนหมุนเวียน,เลขทะเบียนโรงงาน,โทรศัพท์,ค่าเครื่องจักร,แรงม้ารวม,ค่าที่ดิน,ตำบล,เงินลงทุนรวม,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
0,ขุด ร่อนและคัดขนาดทราย,21,วังจันทร์,8103,302,,,6,5500,2,4,ระยอง,6,0,โฉนดเลขที่ 2055 เลขที่ดิน 120,1000000,จ3-3(2)-215/54รย,,1000000,490,0,วังจันทร์,2000000,1,20200000000000,ห้างหุ้นส่วนจำกัด ส.กิจชัยคอนกรีต,ห้างหุ้นส่วนจำกัด ส.กิจชัยคอนกรีต,3,54,21210,62044
41120,ขุดและดูดทรายในที่ดินกรรมสิทธิ์,21,วังจันทร์,8103,302,,,10,5501,0,10,ระยอง,3,0,โฉนดที่ดินเลขที่ 8450 ,5000000,3-3(2)-152/58รย,,60000000,1820,5000000,ป่ายุบใน,70000000,2,10200000000000,นางสาวรวีพลอย ยุทธเจริญกิจ,นางสาวรวีพลอย ยุทธเจริญกิจ,3,58,21210,41120
24132,ขุดและดูดทรายในที่ดินกรรมสิทธิ์,21,วังจันทร์,8103,302,,,10,5502,0,10,ระยอง,3,0,โฉนดที่ดินเลขที่ 8451,5000000,3-3(2)-153/58รย,,30000000,910,3000000,ป่ายุบใน,38000000,3,10200000000000,นางสาวรวีพลอย ยุทธเจริญกิจ,นางสาวรวีพลอย ยุทธเจริญกิจ,3,58,21210,24132
0,ขุด ร่อนและคัดขนาดทราย,21,วังจันทร์,8103,302,,,6,5503,2,4,ระยอง,6,0,โฉนดที่ดินเลขที่ 2053 เลขที่ดิน121,1000000,จ3-3(2)-214/54รย,,1000000,490,0,วังจันทร์,2000000,4,20200000000000,ห้างหุ้นส่วนจำกัด ส.กิจชัยคอนกรีต,ห้างหุ้นส่วนจำกัด ส.กิจชัยคอนกรีต,3,54,21210,34676
0,ขุดตัก ล้าง และคัดขนาดทรายบก,21,วังจันทร์,8103,302,,,8,5504,0,8,ระยอง,6,0,"โฉนดที่ดินเลขที่ 6936, 6937 และนส.3ก. เลขที่ 37",1000000,จ3-3(2)-209/60รย,,6000000,465,20000000,ชุมแสง,27000000,5,20200000000000,บ่อทรายเจียมศิริ,บ่อทรายเจียมศิริ,3,60,21210,95280
0,ขุด และร่อนทราย,21,วังจันทร์,8103,302,,,6,5505,0,6,ระยอง,6,0,โฉนดที่ดินเลขที่ 5021,2000000,จ3-3(2)-18/61รย,,6000000,480,5000000,ชุมแสง,13000000,6,20200000000000,-,นายกิตติคุณ ชนะสัตรู,3,61,21210,64524
0,"ขุดทราย, ดิน, ร่อนล้างและคัดขนาดทราย",21,วังจันทร์,8103,302,,,8,5506,0,8,ระยอง,6,1000000,โฉนดที่ดินเลขที่ 14429,2000000,จ3-3(2)-113/62รย,,10000000,471,400000,ชุมแสง,13400000,7,20200000000000,นายชัยวัฒน์ จิตต์จำนงค์,นายชัยวัฒน์ จิตต์จำนงค์,3,62,21210,79620
0,ขุดตัก ล้าง และคัดขนาดทรายบก,21,วังจันทร์,8103,302,,,8,5507,0,8,ระยอง,6,0,"โฉนดที่ดินเลขที่ 7277, 7278, 7279 และ 1900",1000000,จ3-3(2)-160/59รย,087-9745478,5000000,470,10000000,ชุมแสง,16000000,8,20200000000000,สังวรณ์ทรายทอง,สังวรณ์ทรายทอง,3,59,21210,45796
0,ขุดร่อนและคัดขนาดทราย,21,วังจันทร์,8103,302,,,7,5508,0,7,ระยอง,8,0,โฉนดที่ดินเลขที่ 10954 เลขที่ดิน 130 เล่ม 110 หน้า 54 โฉนดที่ดินเลขที่ 8265 เลขที่ดิน 100 เล่ม 83 หน้า 63,1000000,จ3-3(2)-283/60รย,,1000000,415,2000000,ชุมแสง,4000000,9,20200000000000,ส.พนาสนธิ์,ส.พนาสนธิ์,3,60,21210,43596
0,ขุดร่อน และคัดขนาดทราย,21,วังจันทร์,8103,303,,,3,5509,0,3,ระยอง,3,0,โฉนดที่ดินเลขที่ 11729,500000,จ3-3(3)-5/57รย,,2500000,480,5000000,ชุมแสง,8000000,10,20200000000000,,นายวิศิษฎ์ คนทา,3,57,21210,26000
168,ฆ่าและนำแหละไก่,21,วังจันทร์,10111,401,,,51,5510,26,25,ระยอง,1,1700000,45/14,1500000,จ3-4(1)-32/49รย,,550000,278.8,220000,ชุมแสง,3970000,11,20200000000000,เมรี่ไก่สด,เมรี่ไก่สด,3,49,21210,5456
4000,ทำปลากระป๋อง และเงาะกระป๋อง ทำน้ำมะเขือเทศบรรจุภาชนะที่อากาศเข้าไม่ได้ ผลิตอาหารจากเนื้อสัตว์บรรจุกระป๋อง,21,วังจันทร์,10222,601,บ้านบึง-แกลง,,195,5511,131,64,ระยอง,4,30000000,119,15000000,3-6(1)-1/33รย,613586,19000000,3634.69,18000000,วังจันทร์,82000000,12,10200000000000,บริษัท อีสเทิร์น ดีไลท์ ฟูดส์ จำกัด,บริษัท อีสเทิร์น ดีไลท์ ฟูดส์ จำกัด,3,33,21210,35404
9360,กลั่นน้ำมันกฤษณาจากไม้กฤษณาและผลิตผลิตภัณฑ์จากไม้กฤษณา,21,วังจันทร์,10491,701,,,100,5512,33,67,ระยอง,7,128888895,โฉนดที่ดินเลขที่ 4040,250000000,3-7(1)-33/58รย,081-3998095,175250000,1730,42525000,ชุมแสง,596663895,13,10200000000000,บริษัท อะการ์วูด แพล้นส์ (ไทยแลนด์) จำกัด,บริษัท อะการ์วูด แพล้นส์ (ไทยแลนด์) จำกัด,3,58,21210,48052
9880,ผลิตอาหารสำเร็จรูปและกึ่งสำเร็จรูปจากแป้ง เช่น ข้าวเกรียบ,21,วังจันทร์,10743,1003,บ้านบึง-แกลง,,167,5513,108,59,ระยอง,3,30000000,139,0,ศ3-10(3)-1/37รย,038-666330-1,50000000,1718.53,9000000,วังจันทร์,89000000,14,210000000000,บริษัท เอส.บี.ฟู้ด จำกัด,บริษัท เอส.บี.ฟู้ด จำกัด,3,37,21210,32800
1650,ผลิตเส้นก๋วยเตี๋ยว,21,วังจันทร์,10743,1003,,,30,5514,11,19,ระยอง,2,8250000,234,2000000,จ3-10(3)-12/61รย,,2000000,435,6700000,วังจันทร์,18950000,15,20200000000000,บริษัท เส้นดี 99 จำกัด,บริษัท เส้นดี 99 จำกัด,3,61,21210,27792
2800,ผลิตเส้นก๋วยเตี๋ยว,21,วังจันทร์,10743,1003,บ้านบึง-แกลง,,85,5515,39,46,ระยอง,3,15000000,59/1,7000000,จ3-10(3)-3/60รย,038-018246,17500000,947,2900000,วังจันทร์,42400000,16,20200000000000,บริษัท เส้นดี 99 จำกัด,บริษัท เส้นดี 99 จำกัด,3,60,21210,16289
