_id,ปี,เนื้อที่,อำเภอ
1,2568,10.5,เมืองตาก
2,2568,0,บ้านตาก
3,2568,10.38,สามเงา
4,2568,4,แม่ระมาด
5,2568,0,ท่าสองยาง
6,2568,58.25,แม่สอด
7,2568,777.39,พบพระ
8,2568,2.5,อุ้มผาง
9,2568,1.0,วังเจ้า
10,2567,5.0,เมืองตาก
11,2567,1.5,บ้านตาก
12,2567,3.88,สามเงา
13,2567,1.0,แม่ระมาด
14,2567,0.5,ท่าสองยาง
15,2567,0.75,แม่สอด
16,2567,674.58,พบพระ
17,2567,8.0,อุ้มผาง
18,2567,1.0,วังเจ้า
19,2566,6.5,เมืองตาก
20,2566,1.0,บ้านตาก
21,2566,5.0,สามเงา
22,2566,1,แม่ระมาด
23,2566,2.5,ท่าสองยาง
24,2566,295.09,แม่สอด
25,2566,332.12,พบพระ
26,2566,13.0,อุ้มผาง
27,2566,2.0,วังเจ้า
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
