_id,ปี,เนื้อที่,อำเภอ
1,2568,655.80,เมืองตาก
2,2568,0,บ้านตาก
3,2568,"1,718",สามเงา
4,2568,"18,255",แม่ระมาด
5,2568,10,ท่าสองยาง
6,2568,"25,789",แม่สอด
7,2568,219.63,พบพระ
8,2568,0,อุ้มผาง
9,2568,"4,516.25",วังเจ้า
10,2567,572.90,เมืองตาก
11,2567,0,บ้านตาก
12,2567,"1,347.35",สามเงา
13,2567,"14,366.29",แม่ระมาด
14,2567,10.00,ท่าสองยาง
15,2567,"24,045.60",แม่สอด
16,2567,174.56,พบพระ
17,2567,0,อุ้มผาง
18,2567,"3,846.35",วังเจ้า
19,2566,502.78,เมืองตาก
20,2566,0,บ้านตาก
21,2566,"1,151.63",สามเงา
22,2566,"14,446.35",แม่ระมาด
23,2566,0,ท่าสองยาง
24,2566,"23,524.31",แม่สอด
25,2566,250.46,พบพระ
26,2566,8.00,อุ้มผาง
27,2566,"3,283.30",วังเจ้า
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,,,
53,,,
54,,,
55,,,
56,,,
57,,,
58,,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,,,
68,,,
69,,,
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,,,
81,,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,,,
136,,,
137,,,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,,,
161,,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
