ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,725839,592777,0,1318616
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,769,61,0,830
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,470648,279163,0,749811
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6801614,4461660,35,11263309
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5648,266,0,5914
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3546264,2774325,16,6320605
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4073807,1562437,1903,5638147
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111068,1330044,359,5441471
รถยนต์,รถยนต์สาธารณะ,87371,6909,0,94280
รถยนต์,รถยนต์สามล้อสาธารณะ,5764,218,0,5982
รถยนต์,รถจักรยานยนต์สาธารณะ,117423,8991,0,126414
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,51933,36951,1,88885
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,23568,21336,0,44904
รถยนต์,รถบดถนน,290,9,0,299
รถยนต์,รถแทรกเตอร์,6164,35,0,6199
รถยนต์,รถใช้งานเกษตรกรรม,6768,160,0,6928
รถยนต์,รถอื่นๆ,722,111,0,833
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1587,232,0,1819
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,535663,11404,0,547067
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,108130,1088,0,109218
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9430,105,0,9535
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,14787,2721,0,17508
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,714186,19003,0,733189
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,244530,5172,0,249702
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,130602,1306,0,131908
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,1999,8088,0,10087
การขนส่งทางบก,นายตรวจ,151,203,0,354
การขนส่งทางบก,ผู้บริการ,517,727,0,1244
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9765,8510,0,18275
