ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,796063,589677,0,1385740
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1800,282,0,2082
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,768231,482499,0,1250730
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7124378,4951297,3,12075678
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4626,222,0,4848
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3657593,2839635,1,6497229
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074552,1563046,1889,5639487
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111771,1330388,357,5442516
รถยนต์,รถยนต์สาธารณะ,104750,13363,0,118113
รถยนต์,รถยนต์สามล้อสาธารณะ,5655,276,0,5931
รถยนต์,รถจักรยานยนต์สาธารณะ,137494,10511,0,148005
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,97975,65979,0,163954
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,44682,37761,0,82443
รถยนต์,รถบดถนน,331,8,0,339
รถยนต์,รถแทรกเตอร์,5928,51,0,5979
รถยนต์,รถใช้งานเกษตรกรรม,5610,141,0,5751
รถยนต์,รถอื่นๆ,1020,99,0,1119
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1663,250,0,1913
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,531931,11977,0,543908
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,107993,1213,0,109206
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10076,113,0,10189
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13261,3154,0,16415
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,722411,22983,0,745394
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,254823,6679,0,261502
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,134592,1610,0,136202
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2267,8774,0,11041
การขนส่งทางบก,นายตรวจ,140,180,0,320
การขนส่งทางบก,ผู้บริการ,761,1079,0,1840
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8514,0,18275
