ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,829324,656917,0,1486241
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1300,137,0,1437
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,597290,372420,0,969710
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6842667,4565998,29,11408694
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5323,244,0,5567
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3539337,2754243,14,6293594
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074044,1562648,1899,5638591
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111292,1330116,359,5441767
รถยนต์,รถยนต์สาธารณะ,88535,8196,0,96731
รถยนต์,รถยนต์สามล้อสาธารณะ,5626,229,0,5855
รถยนต์,รถจักรยานยนต์สาธารณะ,120332,9224,0,129556
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,68304,46970,1,115275
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,32252,28713,0,60965
รถยนต์,รถบดถนน,290,9,0,299
รถยนต์,รถแทรกเตอร์,5983,35,0,6018
รถยนต์,รถใช้งานเกษตรกรรม,6297,146,0,6443
รถยนต์,รถอื่นๆ,940,117,0,1057
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1640,250,0,1890
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,538249,11635,0,549884
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,109688,1135,0,110823
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9785,117,0,9902
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13468,2865,0,16333
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,713202,19975,0,733177
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,247699,5605,0,253304
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,131801,1381,0,133182
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,1909,7934,0,9843
การขนส่งทางบก,นายตรวจ,158,189,0,347
การขนส่งทางบก,ผู้บริการ,531,782,0,1313
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9764,8511,0,18275
