ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,787747,584329,0,1372076
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1752,260,0,2012
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,838285,513444,0,1351729
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7225246,5077260,1,12302507
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4644,245,0,4889
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3719148,2871825,0,6590973
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074687,1563183,1887,5639757
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,358,0,3855
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111922,1330473,356,5442751
รถยนต์,รถยนต์สาธารณะ,114701,17165,0,131866
รถยนต์,รถยนต์สามล้อสาธารณะ,5685,315,0,6000
รถยนต์,รถจักรยานยนต์สาธารณะ,147330,11212,0,158542
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,106298,71204,0,177502
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,47657,38162,0,85819
รถยนต์,รถบดถนน,324,10,0,334
รถยนต์,รถแทรกเตอร์,5886,44,0,5930
รถยนต์,รถใช้งานเกษตรกรรม,4987,115,0,5102
รถยนต์,รถอื่นๆ,1083,123,0,1206
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1485,225,0,1710
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,468029,10794,0,478823
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,94716,1104,0,95820
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,8777,92,0,8869
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,12459,3143,0,15602
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,742016,24187,0,766203
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,260248,7109,0,267357
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,134250,1681,0,135931
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2327,8712,0,11039
การขนส่งทางบก,นายตรวจ,125,152,0,277
การขนส่งทางบก,ผู้บริการ,793,1100,0,1893
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8513,0,18274
