ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,832241,666002,0,1498243
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1158,106,0,1264
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,585146,363520,0,948666
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6819630,4532137,30,11351797
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5416,254,0,5670
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3540036,2759716,14,6299766
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4073982,1562621,1902,5638505
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111244,1330102,359,5441705
รถยนต์,รถยนต์สาธารณะ,88327,7864,0,96191
รถยนต์,รถยนต์สามล้อสาธารณะ,5647,227,0,5874
รถยนต์,รถจักรยานยนต์สาธารณะ,119858,9191,0,129049
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,64391,44886,1,109278
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,30898,27572,0,58470
รถยนต์,รถบดถนน,291,9,0,300
รถยนต์,รถแทรกเตอร์,6030,35,0,6065
รถยนต์,รถใช้งานเกษตรกรรม,6375,145,0,6520
รถยนต์,รถอื่นๆ,814,114,0,928
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1620,248,0,1868
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,537938,11598,0,549536
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,109119,1131,0,110250
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9711,115,0,9826
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,14404,2889,0,17293
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,715641,19782,0,735423
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,247492,5526,0,253018
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,131515,1375,0,132890
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,1987,8014,0,10001
การขนส่งทางบก,นายตรวจ,156,190,0,346
การขนส่งทางบก,ผู้บริการ,531,778,0,1309
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9764,8511,0,18275
