ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,765015,621721,0,1386736
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,890,77,0,967
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,519652,321148,0,840800
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6815865,4494894,34,11310793
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5588,265,0,5853
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3554519,2779437,15,6333971
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4073856,1562511,1903,5638270
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111136,1330057,359,5441552
รถยนต์,รถยนต์สาธารณะ,87990,7263,0,95253
รถยนต์,รถยนต์สามล้อสาธารณะ,5753,218,0,5971
รถยนต์,รถจักรยานยนต์สาธารณะ,118209,9057,0,127266
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,54891,39093,1,93985
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,26484,23813,0,50297
รถยนต์,รถบดถนน,293,9,0,302
รถยนต์,รถแทรกเตอร์,6121,36,0,6157
รถยนต์,รถใช้งานเกษตรกรรม,6790,162,0,6952
รถยนต์,รถอื่นๆ,745,111,0,856
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1603,238,0,1841
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,540870,11545,0,552415
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,109159,1106,0,110265
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9547,110,0,9657
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,15072,2792,0,17864
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,723048,19538,0,742586
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,247481,5321,0,252802
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,131695,1330,0,133025
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2038,8232,0,10270
การขนส่งทางบก,นายตรวจ,157,201,0,358
การขนส่งทางบก,ผู้บริการ,531,736,0,1267
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9765,8510,0,18275
