ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,827418,629813,0,1457231
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1698,229,0,1927
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,669062,426346,0,1095408
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6921577,4706994,16,11628587
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4992,224,0,5216
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3553214,2767052,7,6320273
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074234,1562809,1895,5638938
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111454,1330238,359,5442051
รถยนต์,รถยนต์สาธารณะ,90343,9296,0,99639
รถยนต์,รถยนต์สามล้อสาธารณะ,5578,247,0,5825
รถยนต์,รถจักรยานยนต์สาธารณะ,119667,9233,0,128900
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,79543,53832,1,133376
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,38660,34224,0,72884
รถยนต์,รถบดถนน,346,10,0,356
รถยนต์,รถแทรกเตอร์,5963,38,0,6001
รถยนต์,รถใช้งานเกษตรกรรม,5996,147,0,6143
รถยนต์,รถอื่นๆ,1309,163,0,1472
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1709,266,0,1975
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,551030,12135,0,563165
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,111823,1184,0,113007
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10201,120,0,10321
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13589,2948,0,16537
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,720906,21133,0,742039
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,252576,6016,0,258592
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,133568,1485,0,135053
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2114,8386,0,10500
การขนส่งทางบก,นายตรวจ,163,192,0,355
การขนส่งทางบก,ผู้บริการ,592,830,0,1422
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9764,8511,0,18275
