ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,711580,588252,0,1299832
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,657,53,0,710
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,471428,283294,0,754722
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6779233,4426065,36,11205334
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5742,272,0,6014
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3540727,2771306,17,6312050
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4073736,1562393,1903,5638032
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3498,357,0,3855
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111017,1330028,359,5441404
รถยนต์,รถยนต์สาธารณะ,86484,6486,0,92970
รถยนต์,รถยนต์สามล้อสาธารณะ,5833,214,0,6047
รถยนต์,รถจักรยานยนต์สาธารณะ,117467,8983,0,126450
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,42637,31369,1,74007
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,20380,18600,0,38980
รถยนต์,รถบดถนน,287,9,0,296
รถยนต์,รถแทรกเตอร์,6197,36,0,6233
รถยนต์,รถใช้งานเกษตรกรรม,6808,157,0,6965
รถยนต์,รถอื่นๆ,121,11,0,132
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1563,229,0,1792
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,529103,11172,0,540275
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,106760,1061,0,107821
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9253,101,0,9354
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,14481,2592,0,17073
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,701504,18339,0,719843
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,240498,4980,0,245478
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,129090,1271,0,130361
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,1963,7920,0,9883
การขนส่งทางบก,นายตรวจ,157,199,0,356
การขนส่งทางบก,ผู้บริการ,530,757,0,1287
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9764,8511,0,18275
