ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,800395,596804,0,1397199
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1832,267,0,2099
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,748878,474912,0,1223790
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7037309,4858679,7,11895995
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4650,219,0,4869
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3595135,2782644,2,6377781
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074482,1562982,1890,5639354
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111703,1330348,358,5442409
รถยนต์,รถยนต์สาธารณะ,100911,12182,0,113093
รถยนต์,รถยนต์สามล้อสาธารณะ,5643,261,0,5904
รถยนต์,รถจักรยานยนต์สาธารณะ,132909,10123,0,143032
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,96154,64345,0,160499
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,43689,37020,0,80709
รถยนต์,รถบดถนน,334,8,0,342
รถยนต์,รถแทรกเตอร์,5942,44,0,5986
รถยนต์,รถใช้งานเกษตรกรรม,5553,141,0,5694
รถยนต์,รถอื่นๆ,1424,167,0,1591
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1703,258,0,1961
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,547604,12195,0,559799
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,111901,1258,0,113159
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10537,117,0,10654
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13285,3089,0,16374
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,713000,22165,0,735165
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,251300,6408,0,257708
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,133663,1580,0,135243
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2174,8665,0,10839
การขนส่งทางบก,นายตรวจ,147,184,0,331
การขนส่งทางบก,ผู้บริการ,733,996,0,1729
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8514,0,18275
