ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,800127,593623,0,1393750
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1836,269,0,2105
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,756989,478154,0,1235143
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7069378,4891893,6,11961277
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4621,217,0,4838
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3614367,2800060,2,6414429
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074507,1563002,1889,5639398
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111724,1330369,358,5442451
รถยนต์,รถยนต์สาธารณะ,102761,12712,0,115473
รถยนต์,รถยนต์สามล้อสาธารณะ,5654,265,0,5919
รถยนต์,รถจักรยานยนต์สาธารณะ,135211,10279,0,145490
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,97312,65503,0,162815
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,44303,37450,0,81753
รถยนต์,รถบดถนน,333,8,0,341
รถยนต์,รถแทรกเตอร์,5918,46,0,5964
รถยนต์,รถใช้งานเกษตรกรรม,5545,141,0,5686
รถยนต์,รถอื่นๆ,1041,99,0,1140
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1692,256,0,1948
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,544494,12162,0,556656
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,111020,1245,0,112265
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10449,117,0,10566
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13334,3124,0,16458
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,718900,22568,0,741468
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,253226,6508,0,259734
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,134243,1597,0,135840
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2185,8669,0,10854
การขนส่งทางบก,นายตรวจ,146,186,0,332
การขนส่งทางบก,ผู้บริการ,747,1030,0,1777
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8514,0,18275
