ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,748451,608891,0,1357342
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,827,70,0,897
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,492930,296856,0,789786
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6808342,4479330,35,11287707
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5612,265,0,5877
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3550783,2777880,16,6328679
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4073823,1562485,1903,5638211
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111102,1330056,359,5441517
รถยนต์,รถยนต์สาธารณะ,87624,7064,0,94688
รถยนต์,รถยนต์สามล้อสาธารณะ,5761,215,0,5976
รถยนต์,รถจักรยานยนต์สาธารณะ,117748,9005,0,126753
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,54109,38601,1,92711
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,24985,22637,0,47622
รถยนต์,รถบดถนน,293,9,0,302
รถยนต์,รถแทรกเตอร์,6132,36,0,6168
รถยนต์,รถใช้งานเกษตรกรรม,6767,165,0,6932
รถยนต์,รถอื่นๆ,725,110,0,835
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1603,237,0,1840
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,541083,11537,0,552620
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,109116,1094,0,110210
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9534,105,0,9639
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,14990,2764,0,17754
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,723175,19396,0,742571
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,247180,5268,0,252448
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,131695,1330,0,133025
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2038,8225,0,10263
การขนส่งทางบก,นายตรวจ,153,207,0,360
การขนส่งทางบก,ผู้บริการ,528,729,0,1257
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9765,8510,0,18275
