ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,821799,623884,0,1445683
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1776,242,0,2018
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,675493,429693,0,1105186
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6932393,4724702,16,11657111
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4939,226,0,5165
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3554144,2765930,7,6320081
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074255,1562834,1895,5638984
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111471,1330259,359,5442089
รถยนต์,รถยนต์สาธารณะ,90811,9506,0,100317
รถยนต์,รถยนต์สามล้อสาธารณะ,5589,251,0,5840
รถยนต์,รถจักรยานยนต์สาธารณะ,119906,9262,0,129168
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,79956,54094,0,134050
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,39499,34980,0,74479
รถยนต์,รถบดถนน,346,10,0,356
รถยนต์,รถแทรกเตอร์,5957,40,0,5997
รถยนต์,รถใช้งานเกษตรกรรม,5949,147,0,6096
รถยนต์,รถอื่นๆ,1340,170,0,1510
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1722,266,0,1988
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,556024,12255,0,568279
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,112689,1201,0,113890
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10286,122,0,10408
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13760,3016,0,16776
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,728576,21501,0,750077
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,254757,6093,0,260850
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,134582,1502,0,136084
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2158,8528,0,10686
การขนส่งทางบก,นายตรวจ,164,195,0,359
การขนส่งทางบก,ผู้บริการ,609,842,0,1451
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9763,8512,0,18275
