ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,817822,614098,0,1431920
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1869,267,0,2136
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,704620,445467,0,1150087
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,6983284,4785435,15,11768734
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4815,223,0,5038
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3572877,2774203,6,6347086
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074358,1562914,1890,5639162
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111580,1330303,358,5442241
รถยนต์,รถยนต์สาธารณะ,92404,9947,0,102351
รถยนต์,รถยนต์สามล้อสาธารณะ,5621,257,0,5878
รถยนต์,รถจักรยานยนต์สาธารณะ,120906,9371,0,130277
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,84555,57059,0,141614
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,41343,35912,0,77255
รถยนต์,รถบดถนน,345,10,0,355
รถยนต์,รถแทรกเตอร์,6017,40,0,6057
รถยนต์,รถใช้งานเกษตรกรรม,5806,145,0,5951
รถยนต์,รถอื่นๆ,1552,189,0,1741
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1741,267,0,2008
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,556279,12282,0,568561
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,112921,1219,0,114140
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10457,123,0,10580
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13624,3032,0,16656
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,721811,21698,0,743509
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,253168,6206,0,259374
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,134098,1515,0,135613
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2135,8599,0,10734
การขนส่งทางบก,นายตรวจ,150,190,0,340
การขนส่งทางบก,ผู้บริการ,666,910,0,1576
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9763,8512,0,18275
