ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,823852,643444,0,1467296
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1436,175,0,1611
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,612509,383823,0,996332
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6853734,4599620,26,11453380
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5213,241,0,5454
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3533291,2748282,12,6281585
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074106,1562698,1899,5638703
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111351,1330148,359,5441858
รถยนต์,รถยนต์สาธารณะ,88315,8520,0,96835
รถยนต์,รถยนต์สามล้อสาธารณะ,5545,237,0,5782
รถยนต์,รถจักรยานยนต์สาธารณะ,119916,9225,0,129141
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,72728,49581,1,122310
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,33601,29777,0,63378
รถยนต์,รถบดถนน,290,9,0,299
รถยนต์,รถแทรกเตอร์,5926,37,0,5963
รถยนต์,รถใช้งานเกษตรกรรม,6182,145,0,6327
รถยนต์,รถอื่นๆ,1040,133,0,1173
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1669,250,0,1919
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,543818,11832,0,555650
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,110709,1154,0,111863
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9926,120,0,10046
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13405,2871,0,16276
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,716145,20295,0,736440
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,249214,5748,0,254962
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,132370,1421,0,133791
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,1943,8001,0,9944
การขนส่งทางบก,นายตรวจ,159,193,0,352
การขนส่งทางบก,ผู้บริการ,555,812,0,1367
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9764,8511,0,18275
