ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,816525,612548,0,1429073
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1880,269,0,2149
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,712693,449164,0,1161857
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7000989,4803833,15,11804837
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4753,221,0,4974
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3577173,2773679,6,6350858
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074377,1562922,1890,5639189
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111604,1330314,358,5442276
รถยนต์,รถยนต์สาธารณะ,92695,10088,0,102783
รถยนต์,รถยนต์สามล้อสาธารณะ,5628,255,0,5883
รถยนต์,รถจักรยานยนต์สาธารณะ,121054,9378,0,130432
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,87755,58877,0,146632
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,41828,36013,0,77841
รถยนต์,รถบดถนน,340,10,0,350
รถยนต์,รถแทรกเตอร์,5976,40,0,6016
รถยนต์,รถใช้งานเกษตรกรรม,5763,143,0,5906
รถยนต์,รถอื่นๆ,1612,192,0,1804
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1734,267,0,2001
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,554786,12266,0,567052
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,112939,1234,0,114173
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10492,122,0,10614
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13476,3028,0,16504
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,717274,21672,0,738946
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,251836,6252,0,258088
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,133850,1539,0,135389
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2116,8561,0,10677
การขนส่งทางบก,นายตรวจ,150,189,0,339
การขนส่งทางบก,ผู้บริการ,719,954,0,1673
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9763,8512,0,18275
