ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,792899,585939,0,1378838
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1733,275,0,2008
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,802852,496871,0,1299723
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7190495,5033465,2,12223962
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4665,239,0,4904
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3699219,2865625,1,6564845
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074626,1563122,1888,5639636
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,358,0,3855
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111866,1330433,357,5442656
รถยนต์,รถยนต์สาธารณะ,110717,15439,0,126156
รถยนต์,รถยนต์สามล้อสาธารณะ,5665,292,0,5957
รถยนต์,รถจักรยานยนต์สาธารณะ,144163,10901,0,155064
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,101047,68297,0,169344
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,46230,37957,0,84187
รถยนต์,รถบดถนน,335,8,0,343
รถยนต์,รถแทรกเตอร์,5916,48,0,5964
รถยนต์,รถใช้งานเกษตรกรรม,5270,118,0,5388
รถยนต์,รถอื่นๆ,1060,108,0,1168
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1537,234,0,1771
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,494698,11284,0,505982
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,100236,1160,0,101396
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9295,101,0,9396
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,12637,3100,0,15737
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,721718,23312,0,745030
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,254964,6848,0,261812
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,133303,1639,0,134942
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2360,8811,0,11171
การขนส่งทางบก,นายตรวจ,138,170,0,308
การขนส่งทางบก,ผู้บริการ,796,1120,0,1916
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8514,0,18275
