ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,796297,588387,0,1384684
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1744,277,0,2021
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,786729,490757,0,1277486
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7153159,4989573,3,12142735
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4632,236,0,4868
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3675503,2850381,1,6525885
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074585,1563088,1889,5639562
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111816,1330418,357,5442591
รถยนต์,รถยนต์สาธารณะ,105253,13731,0,118984
รถยนต์,รถยนต์สามล้อสาธารณะ,5624,278,0,5902
รถยนต์,รถจักรยานยนต์สาธารณะ,138056,10500,0,148556
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,98150,66268,0,164418
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,45743,37820,0,83563
รถยนต์,รถบดถนน,341,8,0,349
รถยนต์,รถแทรกเตอร์,5906,50,0,5956
รถยนต์,รถใช้งานเกษตรกรรม,5450,138,0,5588
รถยนต์,รถอื่นๆ,1029,103,0,1132
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1603,232,0,1835
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,511681,11561,0,523242
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,103864,1180,0,105044
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9658,104,0,9762
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,12864,3101,0,15965
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,711268,22875,0,734143
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,251578,6711,0,258289
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,132976,1607,0,134583
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2297,8800,0,11097
การขนส่งทางบก,นายตรวจ,139,178,0,317
การขนส่งทางบก,ผู้บริการ,776,1109,0,1885
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8514,0,18275
