ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,701551,585072,0,1286623
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,561,50,0,611
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,468341,283284,0,751625
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6767208,4409834,36,11177078
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5797,273,0,6070
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3538349,2773485,17,6311851
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4073702,1562387,1903,5637992
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3498,357,0,3855
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4110987,1330020,359,5441366
รถยนต์,รถยนต์สาธารณะ,85840,6303,0,92143
รถยนต์,รถยนต์สามล้อสาธารณะ,5842,210,0,6052
รถยนต์,รถจักรยานยนต์สาธารณะ,117424,8996,0,126420
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,37829,28717,1,66547
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,19469,17807,0,37276
รถยนต์,รถบดถนน,289,9,0,298
รถยนต์,รถแทรกเตอร์,6224,36,0,6260
รถยนต์,รถใช้งานเกษตรกรรม,6927,162,0,7089
รถยนต์,รถอื่นๆ,62,15,0,77
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1551,228,0,1779
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,528065,11145,0,539210
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,106499,1055,0,107554
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9229,102,0,9331
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,14357,2567,0,16924
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,699402,18200,0,717602
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,239842,4934,0,244776
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,128839,1262,0,130101
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,1948,7902,0,9850
การขนส่งทางบก,นายตรวจ,158,202,0,360
การขนส่งทางบก,ผู้บริการ,556,787,0,1343
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9764,8511,0,18275
