ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,794844,587214,0,1382058
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1721,274,0,1995
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,794408,493718,0,1288126
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7171657,5009775,3,12181435
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4659,239,0,4898
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3686933,2856319,1,6543253
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074596,1563115,1888,5639599
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,358,0,3855
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111842,1330424,357,5442623
รถยนต์,รถยนต์สาธารณะ,107249,14360,0,121609
รถยนต์,รถยนต์สามล้อสาธารณะ,5662,291,0,5953
รถยนต์,รถจักรยานยนต์สาธารณะ,140252,10643,0,150895
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,99768,67414,0,167182
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,45998,37836,0,83834
รถยนต์,รถบดถนน,338,8,0,346
รถยนต์,รถแทรกเตอร์,5921,48,0,5969
รถยนต์,รถใช้งานเกษตรกรรม,5307,120,0,5427
รถยนต์,รถอื่นๆ,1020,103,0,1123
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1569,235,0,1804
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,503161,11420,0,514581
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,102143,1174,0,103317
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9466,103,0,9569
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,12724,3100,0,15824
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,716034,23102,0,739136
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,253346,6807,0,260153
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,133177,1625,0,134802
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2325,8803,0,11128
การขนส่งทางบก,นายตรวจ,137,170,0,307
การขนส่งทางบก,ผู้บริการ,785,1114,0,1899
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8514,0,18275
