ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,789604,584751,0,1374355
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1702,268,0,1970
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,807784,497873,0,1305657
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,1,0,1
รถยนต์,รถยนต์ส่วนบุคคล,7202064,5046665,2,12248731
รถยนต์,รถยนต์สามล้อส่วนบุคคล,4675,241,0,4916
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3706920,2868647,1,6575568
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074650,1563140,1887,5639677
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,358,0,3855
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111885,1330443,357,5442685
รถยนต์,รถยนต์สาธารณะ,112996,16263,0,129259
รถยนต์,รถยนต์สามล้อสาธารณะ,5702,302,0,6004
รถยนต์,รถจักรยานยนต์สาธารณะ,147037,11100,0,158137
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,103289,69583,0,172872
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,46626,37983,0,84609
รถยนต์,รถบดถนน,336,9,0,345
รถยนต์,รถแทรกเตอร์,5940,47,0,5987
รถยนต์,รถใช้งานเกษตรกรรม,5198,118,0,5316
รถยนต์,รถอื่นๆ,1043,109,0,1152
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1520,233,0,1753
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,485967,11095,0,497062
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,98184,1133,0,99317
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,9116,96,0,9212
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,12523,3101,0,15624
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,726677,23611,0,750288
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,256242,6877,0,263119
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,133515,1637,0,135152
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,2355,8764,0,11119
การขนส่งทางบก,นายตรวจ,127,157,0,284
การขนส่งทางบก,ผู้บริการ,790,1096,0,1886
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9761,8514,0,18275
