ประเภทกฎหมาย,ประเภทใบอนุญาต,จำนวน(ชาย),จำนวน (หญิง),จำนวน (ไม่ระบุเพศ),จำนวนรวม
รถยนต์,รถยนต์ส่วนบุคคลชั่วคราว,829688,635583,0,1465271
รถยนต์,รถยนต์สามล้อส่วนบุคคลชั่วคราว,1539,202,0,1741
รถยนต์,รถจักรยานยนต์ส่วนบุคคลชั่วคราว,652410,415458,0,1067868
รถยนต์,รถยนต์ส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถยนต์สามล้อส่วนบุคคลหนึ่งปี,0,0,0,0
รถยนต์,รถจักรยานยนต์หนึ่งปี,0,0,0,0
รถยนต์,รถยนต์ส่วนบุคคล,6898441,4667909,19,11566369
รถยนต์,รถยนต์สามล้อส่วนบุคคล,5053,229,0,5282
รถยนต์,รถจักรยานยนต์ส่วนบุคคล,3546391,2762127,8,6308526
รถยนต์,รถยนต์ส่วนบุคคลตลอดชีพ,4074180,1562774,1897,5638851
รถยนต์,รถยนต์สามล้อส่วนบุคคลตลอดชีพ,3497,357,0,3854
รถยนต์,รถจักรยานยนต์ตลอดชีพ,4111415,1330204,359,5441978
รถยนต์,รถยนต์สาธารณะ,89275,8996,0,98271
รถยนต์,รถยนต์สามล้อสาธารณะ,5575,247,0,5822
รถยนต์,รถจักรยานยนต์สาธารณะ,119667,9192,0,128859
รถยนต์,รถระหว่างประเทศ ค.ศ. 1949,78261,53000,1,131262
รถยนต์,รถระหว่างประเทศ ค.ศ. 1968,37287,32842,0,70129
รถยนต์,รถบดถนน,327,9,0,336
รถยนต์,รถแทรกเตอร์,5934,39,0,5973
รถยนต์,รถใช้งานเกษตรกรรม,6063,146,0,6209
รถยนต์,รถอื่นๆ,1277,161,0,1438
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 1,1699,263,0,1962
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 2,547946,12017,0,559963
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 3,111373,1172,0,112545
การขนส่งทางบก,ผู้ขับรถส่วนบุคคลชนิดที่ 4,10083,119,0,10202
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 1,13472,2918,0,16390
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 2,715793,20733,0,736526
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 3,250452,5883,0,256335
การขนส่งทางบก,ผู้ขับรถทุกประเภทชนิดที่ 4,132726,1457,0,134183
การขนส่งทางบก,ผู้เก็บค่าโดยสาร,1986,8113,0,10099
การขนส่งทางบก,นายตรวจ,156,195,0,351
การขนส่งทางบก,ผู้บริการ,582,806,0,1388
ล้อเลื่อน,รถจักรยานสองล้อตลอดชีพ,9764,8511,0,18275
